inter_in,inter_out,streetcode,L
7753,7871,233,2
7753,7752,234,5
4082,4180,235,9
4082,4083,236,1
4082,3982,237,2
4082,4081,238,1
7570,7571,239,8
7570,7569,240,9
7570,7644,241,4
7570,7496,242,6
9594,9593,243,7
9594,9595,244,9
9594,9666,245,10
9594,9520,246,10
3467,3393,247,7
3467,3541,248,7
3467,3466,249,9
3467,3468,250,7
8410,8409,251,9
8410,8484,252,6
8410,8411,253,5
8410,8336,254,7
9455,9361,255,9
9455,9456,256,8
9455,9454,257,4
8818,8819,258,2
8818,8746,259,7
8818,8890,260,1
801,802,261,4
801,800,262,1
801,689,263,9
6691,6690,264,3
6691,6692,265,8
6691,6765,266,4
6691,6613,267,3
2616,2615,268,10
2616,2690,269,10
2616,2542,270,10
647,646,271,8
647,575,272,1
647,731,273,5
647,648,274,3
6809,6810,275,4
6809,6808,276,6
6809,6735,277,9
6809,6883,278,2
3447,3521,279,1
3447,3373,280,5
3447,3446,281,8
3447,3448,282,2
2906,2907,283,10
2906,2978,284,5
2906,2905,285,3
2906,2788,286,10
7055,6945,287,2
7055,7054,288,2
7055,7127,289,1
7055,7056,290,1
3093,3092,291,4
3093,3021,292,3
3093,3165,293,8
6659,6733,294,7
6659,6660,295,8
6659,6561,296,4
9849,9761,297,6
9849,9848,298,8
9849,9850,299,4
7206,7134,300,2
7206,7205,301,9
7206,7278,302,4
7206,7207,303,7
5965,5966,304,7
5965,5891,305,5
5965,5964,306,7
5965,6039,307,7
5070,5144,308,2
5070,4996,309,8
5070,5069,310,4
7264,7344,311,5
7264,7265,312,1
7264,7192,313,3
4718,4717,314,8
4718,4646,315,7
4718,4719,316,6
4718,4790,317,3
8169,8168,318,5
8169,8170,319,3
8169,8287,320,5
5185,5259,321,7
5185,5186,322,3
5185,5184,323,6
5185,5111,324,9
1636,1718,325,2
1636,1637,326,2
1636,1635,327,3
5194,5120,328,4
5194,5268,329,6
5194,5193,330,3
7160,7159,331,9
7160,7232,332,7
7160,7161,333,7
7160,7088,334,6
6755,6681,335,10
6755,6829,336,2
6755,6756,337,7
6755,6754,338,6
380,274,339,2
380,381,340,4
380,379,341,7
380,466,342,8
440,439,343,1
440,334,344,7
440,512,345,9
440,441,346,6
1977,1978,347,8
1977,1976,348,1
1977,2087,349,6
4636,4564,350,1
4636,4637,351,7
4636,4708,352,10
7172,7173,353,4
7172,7171,354,7
7172,7244,355,4
7172,7100,356,6
9893,9894,357,5
9893,9789,358,7
9893,9892,359,3
9893,9983,360,1
5621,5709,361,8
5621,5620,362,8
5621,5549,363,2
5621,5622,364,10
8142,8143,365,9
8142,8070,366,6
8142,8141,367,7
8142,8254,368,7
9952,9838,369,10
9952,9951,370,8
9076,9162,371,1
9076,9077,372,5
9076,9075,373,2
3880,3808,374,8
3880,3952,375,10
3880,3881,376,8
4652,4651,377,10
4652,4580,378,7
4652,4724,379,5
4652,4653,380,6
1550,1470,381,8
1550,1551,382,3
1550,1549,383,10
6741,6740,384,1
6741,6667,385,8
6741,6742,386,7
6741,6815,387,8
4835,4951,388,6
4835,4836,389,7
4835,4763,390,10
4835,4834,391,10
5330,5424,392,6
5330,5329,393,2
5330,5331,394,3
3250,3249,395,7
3250,3348,396,4
3250,3251,397,9
6286,6358,398,6
6286,6214,399,9
6286,6287,400,3
2470,2469,401,6
2470,2471,402,1
2470,2354,403,7
550,622,404,1
550,478,405,1
550,551,406,6
7663,7589,407,5
7663,7662,408,5
7663,7737,409,8
7663,7664,410,3
1386,1314,411,1
1386,1387,412,4
1386,1385,413,5
1386,1458,414,3
4634,4706,415,2
4634,4633,416,3
4634,4635,417,3
4634,4562,418,2
8833,8832,419,5
8833,8834,420,2
8833,8905,421,10
8833,8761,422,10
6770,6844,423,7
6770,6769,424,8
6770,6696,425,4
6770,6771,426,5
1627,1713,427,1
1627,1626,428,6
1627,1628,429,7
9833,9834,430,3
9833,9947,431,10
9833,9832,432,2
9833,9753,433,2
5398,5470,434,10
5398,5399,435,10
5398,5288,436,9
7380,7381,437,3
7380,7482,438,2
7380,7379,439,6
9236,9162,440,1
9236,9237,441,10
9236,9235,442,3
9236,9310,443,8
5265,5191,444,1
5265,5264,445,2
5265,5266,446,2
6389,6317,447,8
6389,6388,448,1
6389,6461,449,7
6389,6390,450,4
5814,5813,451,6
5814,5704,452,3
5814,5888,453,2
5814,5815,454,2
8299,8298,455,4
8299,8373,456,10
8299,8300,457,2
8299,8189,458,10
9835,9836,459,8
9835,9949,460,7
9835,9834,461,10
8008,8080,462,8
8008,8009,463,3
8008,7936,464,7
2120,2119,465,5
2120,2030,466,1
2120,2121,467,3
2120,2192,468,1
2395,2396,469,8
2395,2505,470,8
2395,2394,471,2
2628,2702,472,9
2628,2627,473,6
2628,2554,474,7
14,88,475,2
14,13,476,4
14,15,477,7
7991,7992,478,8
7991,8063,479,6
7991,7919,480,5
7991,7990,481,8
9252,9251,482,8
9252,9178,483,3
9252,9326,484,7
7329,7449,485,2
7329,7328,486,6
7329,7257,487,9
8653,8743,488,2
8653,8652,489,8
8653,8654,490,4
1133,1055,491,6
1133,1132,492,1
1133,1251,493,7
1133,1134,494,8
4018,4019,495,8
4018,4140,496,4
4518,4519,497,10
4518,4517,498,9
4518,4412,499,9
774,674,500,10
774,775,501,2
774,773,502,7
8367,8441,503,9
8367,8366,504,3
8367,8368,505,10
8367,8293,506,7
5065,5066,507,10
5065,5139,508,3
5065,4991,509,8
4913,4813,510,4
4913,4912,511,4
4913,4914,512,5
4592,4593,513,5
4592,4494,514,6
4592,4664,515,8
4592,4591,516,2
5058,5132,517,7
5058,5057,518,9
5058,4984,519,1
6255,6254,520,8
6255,6161,521,8
6255,6327,522,8
5801,5802,523,6
5801,5875,524,2
5801,5683,525,6
723,724,526,7
723,722,527,4
723,643,528,4
4555,4554,529,5
4555,4629,530,3
4555,4433,531,9
4555,4556,532,8
4891,4890,533,8
4891,4799,534,2
4891,4892,535,2
6697,6771,536,3
6697,6696,537,2
6697,6623,538,5
3241,3242,539,2
3241,3240,540,6
3241,3343,541,2
7801,7707,542,9
7801,7802,543,9
7801,7800,544,10
3365,3439,545,6
3365,3279,546,7
3365,3366,547,7
6406,6478,548,1
6406,6407,549,7
6406,6334,550,2
4662,4663,551,1
4662,4661,552,5
4662,4734,553,1
4662,4590,554,1
9379,9380,555,10
9379,9305,556,3
9379,9378,557,1
9379,9485,558,7
7183,7255,559,4
7183,7184,560,7
7183,7111,561,8
7183,7182,562,2
4728,4729,563,7
4728,4800,564,10
4728,4727,565,5
4728,4656,566,7
7527,7526,567,8
7527,7528,568,4
7527,7453,569,5
7527,7601,570,5
629,628,571,1
629,701,572,9
629,630,573,5
629,557,574,6
1203,1293,575,10
1203,1097,576,3
1203,1202,577,1
1203,1204,578,6
6337,6336,579,7
6337,6409,580,4
6337,6338,581,3
6337,6265,582,2
1633,1634,583,2
1633,1715,584,8
1633,1632,585,8
1633,1521,586,5
342,343,587,7
342,341,588,1
342,444,589,8
7939,7938,590,2
7939,7865,591,2
7939,7940,592,1
7939,8011,593,9
4149,4148,594,8
4149,4223,595,5
4149,4031,596,2
4149,4150,597,5
2768,2769,598,8
2768,2767,599,3
2768,2694,600,7
2768,2882,601,2
805,806,602,7
805,693,603,7
805,887,604,3
805,804,605,1
8403,8402,606,1
8403,8477,607,8
8403,8404,608,8
8403,8329,609,1
1255,1327,610,6
1255,1141,611,1
1255,1254,612,6
1255,1256,613,9
2874,2764,614,6
2874,2873,615,6
2874,2956,616,3
2874,2875,617,10
2178,2250,618,5
2178,2106,619,2
2178,2177,620,3
2178,2179,621,9
9820,9821,622,6
9820,9819,623,4
9820,9744,624,6
6271,6272,625,8
6271,6343,626,4
6271,6189,627,1
6271,6270,628,6
7963,8035,629,5
7963,7891,630,3
7963,7962,631,9
7963,7964,632,3
9278,9277,633,3
9278,9204,634,8
9278,9352,635,9
6121,6231,636,2
6121,6120,637,7
6121,6035,638,1
6121,6122,639,3
3468,3469,640,1
3468,3542,641,9
3468,3394,642,9
3468,3467,643,3
7515,7589,644,6
7515,7516,645,6
7515,7514,646,4
7515,7433,647,7
9149,9223,648,1
9149,9150,649,9
9149,9055,650,6
6917,7039,651,2
6917,6843,652,2
6917,6918,653,4
9306,9380,654,4
9306,9232,655,10
9306,9305,656,4
9306,9307,657,10
5750,5751,658,10
5750,5646,659,5
5750,5749,660,1
4379,4465,661,2
4379,4380,662,4
4379,4305,663,5
2484,2558,664,1
2484,2362,665,3
2484,2485,666,5
377,271,667,6
377,378,668,3
377,376,669,10
1516,1517,670,5
1516,1444,671,3
1516,1628,672,6
2986,3058,673,7
2986,2914,674,3
2986,2987,675,7
99,25,676,1
99,98,677,9
99,173,678,3
99,100,679,1
4583,4582,680,1
4583,4655,681,5
4583,4584,682,6
4583,4481,683,7
2017,2018,684,5
2017,2111,685,6
2017,2016,686,9
8540,8466,687,6
8540,8539,688,6
8540,8638,689,4
8540,8541,690,8
2648,2647,691,7
2648,2574,692,7
2648,2722,693,3
1454,1526,694,4
1454,1382,695,9
1454,1453,696,9
1454,1455,697,9
9778,9706,698,10
9778,9878,699,10
9778,9779,700,3
5201,5202,701,10
5201,5127,702,5
5201,5283,703,5
5872,5798,704,8
5872,5946,705,1
5872,5871,706,9
5872,5873,707,2
742,743,708,7
742,741,709,4
742,654,710,3
5472,5400,711,2
5472,5544,712,8
5472,5471,713,10
5472,5473,714,10
9558,9559,715,5
9558,9557,716,3
9558,9630,717,9
9558,9460,718,3
3712,3790,719,8
3712,3598,720,5
3712,3713,721,3
3712,3711,722,4
272,271,723,8
272,378,724,9
272,273,725,2
272,198,726,4
6564,6662,727,8
6564,6563,728,5
6564,6565,729,6
3373,3291,730,4
3373,3447,731,8
3373,3372,732,2
3373,3374,733,7
6956,7062,734,6
6956,6955,735,1
6956,6957,736,3
9750,9678,737,4
9750,9830,738,3
9750,9749,739,7
9750,9751,740,3
8846,8845,741,9
8846,8847,742,10
8846,8774,743,7
8846,8918,744,8
2851,2850,745,9
2851,2852,746,10
2851,2749,747,3
9047,9046,748,4
9047,9145,749,5
9047,9048,750,7
9693,9765,751,3
9693,9621,752,5
9693,9692,753,6
6955,6954,754,10
6955,7061,755,6
6955,6956,756,5
5192,5191,757,3
5192,5193,758,6
5192,5266,759,2
5192,5118,760,5
7355,7271,761,2
7355,7354,762,4
7355,7356,763,6
8995,8996,764,10
8995,9113,765,7
8995,8919,766,5
8995,8994,767,1
2143,2069,768,4
2143,2215,769,2
2143,2142,770,8
2143,2144,771,5
5774,5856,772,10
5774,5773,773,1
5774,5775,774,1
4268,4342,775,4
4268,4269,776,8
4268,4194,777,5
4268,4267,778,6
2111,2112,779,8
2111,2183,780,4
2111,2017,781,6
2111,2110,782,10
1877,1876,783,5
1877,1803,784,8
1877,1951,785,4
8696,8695,786,2
8696,8697,787,8
8696,8574,788,6
925,999,789,7
925,926,790,3
925,851,791,10
6059,6161,792,4
6059,5985,793,4
6059,6060,794,9
1973,1974,795,9
1973,1891,796,3
1973,1972,797,4
7907,7908,798,4
7907,7906,799,2
7907,7979,800,1
7907,7813,801,9
6592,6591,802,4
6592,6593,803,8
6592,6678,804,4
1955,1881,805,4
1955,1954,806,3
1955,1956,807,4
1821,1747,808,7
1821,1895,809,5
1821,1822,810,1
5438,5437,811,2
5438,5352,812,2
5438,5439,813,10
5438,5510,814,8
2507,2581,815,5
2507,2508,816,9
2507,2401,817,1
7038,7112,818,4
7038,7039,819,7
7038,7037,820,2
3471,3397,821,8
3471,3545,822,9
3471,3472,823,3
6088,6087,824,5
6088,6014,825,6
6088,6206,826,9
3196,3197,827,8
3196,3120,828,8
3196,3195,829,7
4821,4820,830,6
4821,4925,831,8
4821,4749,832,7
1666,1548,833,9
1666,1665,834,3
1666,1740,835,10
4921,4920,836,4
4921,4922,837,2
4921,4817,838,1
58,57,839,9
58,132,840,5
9584,9656,841,10
9584,9585,842,3
9584,9502,843,7
9584,9583,844,2
2394,2393,845,7
2394,2395,846,4
2394,2504,847,5
6235,6307,848,8
6235,6236,849,8
6235,6129,850,7
6235,6234,851,8
9192,9118,852,9
9192,9191,853,1
9192,9266,854,4
4959,4960,855,6
4959,5037,856,9
4959,4958,857,4
2439,2438,858,5
2439,2335,859,7
2439,2440,860,8
7557,7631,861,10
7557,7483,862,9
7557,7558,863,6
7557,7556,864,7
6377,6305,865,6
6377,6378,866,2
6377,6449,867,5
6377,6376,868,5
4383,4384,869,5
4383,4309,870,5
4383,4382,871,5
4383,4469,872,4
7606,7680,873,1
7606,7607,874,7
7606,7532,875,8
7606,7605,876,6
6147,6148,877,2
6147,6146,878,9
6147,6245,879,1
7894,7792,880,10
7894,7966,881,9
7894,7895,882,1
6366,6438,883,6
6366,6294,884,3
6366,6367,885,3
6366,6365,886,8
5266,5267,887,4
5266,5265,888,7
5266,5192,889,2
2205,2133,890,3
2205,2277,891,6
2205,2204,892,5
9749,9677,893,9
9749,9750,894,9
9749,9748,895,6
9749,9829,896,5
7016,7015,897,6
7016,7017,898,1
7016,7098,899,7
1146,1064,900,2
1146,1145,901,5
1146,1147,902,6
1696,1598,903,2
1696,1770,904,9
1696,1695,905,6
8576,8577,906,10
8576,8502,907,3
1319,1320,908,9
1319,1247,909,10
1319,1318,910,6
1319,1391,911,10
2502,2503,912,8
2502,2576,913,2
2502,2501,914,4
2502,2392,915,9
3439,3513,916,6
3439,3440,917,9
3439,3365,918,2
8067,7995,919,7
8067,8139,920,1
8067,8066,921,7
9936,9814,922,8
9936,9937,923,1
5931,5857,924,6
5931,5930,925,10
5931,6005,926,9
5931,5932,927,2
3286,3287,928,5
3286,3285,929,6
3286,3174,930,10
1699,1605,931,7
1699,1700,932,9
1699,1698,933,9
1699,1773,934,7
3637,3636,935,10
3637,3747,936,8
3637,3551,937,4
3637,3638,938,7
334,333,939,6
334,440,940,3
334,335,941,8
3780,3852,942,4
3780,3779,943,10
3780,3781,944,7
3780,3694,945,5
876,786,946,1
876,877,947,9
876,950,948,10
876,875,949,10
5473,5545,950,10
5473,5474,951,5
5473,5401,952,8
5473,5472,953,1
9647,9648,954,7
9647,9575,955,3
9647,9646,956,2
9647,9719,957,2
5400,5290,958,6
5400,5472,959,3
5400,5401,960,2
5400,5399,961,9
9378,9379,962,7
9378,9304,963,9
9378,9377,964,3
9378,9484,965,10
7498,7404,966,3
7498,7497,967,7
7498,7572,968,7
9575,9489,969,7
9575,9576,970,3
9575,9574,971,8
9575,9647,972,5
8379,8380,973,8
8379,8453,974,8
8379,8378,975,4
8379,8305,976,2
1498,1598,977,4
1498,1499,978,4
1498,1426,979,4
5013,5014,980,6
5013,4919,981,5
5013,5012,982,4
5013,5087,983,2
9131,9205,984,5
9131,9132,985,10
9131,9025,986,1
7754,7872,987,7
7754,7755,988,1
7754,7753,989,2
3518,3444,990,3
3518,3592,991,9
3518,3517,992,5
4156,4042,993,2
4156,4230,994,10
4156,4155,995,6
2423,2521,996,5
2423,2424,997,4
2423,2422,998,2
1441,1440,999,10
1441,1369,1000,1
1441,1513,1001,10
1441,1442,1002,10
8419,8420,1003,3
8419,8493,1004,6
8419,8345,1005,10
4117,4116,1006,2
4117,4005,1007,7
4117,4199,1008,9
4117,4118,1009,9
5130,5131,1010,8
5130,5204,1011,8
5130,5056,1012,5
5130,5129,1013,1
9304,9303,1014,7
9304,9378,1015,3
9304,9230,1016,6
9304,9305,1017,4
3323,3209,1018,6
3323,3397,1019,3
3323,3324,1020,5
4665,4737,1021,8
4665,4664,1022,1
4665,4593,1023,7
9334,9333,1024,2
9334,9408,1025,2
9334,9260,1026,1
1833,1759,1027,10
1833,1834,1028,7
1833,1907,1029,5
7603,7529,1030,1
7603,7604,1031,3
7603,7677,1032,3
7603,7602,1033,2
2657,2583,1034,3
2657,2656,1035,10
2657,2658,1036,6
2657,2731,1037,8
8309,8383,1038,2
8309,8310,1039,7
8309,8207,1040,8
3091,3092,1041,8
3091,3090,1042,9
3091,3019,1043,3
3091,3163,1044,4
3724,3725,1045,4
3724,3723,1046,1
3724,3798,1047,10
8686,8685,1048,8
8686,8568,1049,9
8686,8687,1050,2
4029,4147,1051,8
4029,4030,1052,8
4029,4028,1053,1
4995,4994,1054,2
4995,5069,1055,2
4995,4889,1056,6
4995,4996,1057,1
7233,7232,1058,1
7233,7161,1059,8
7233,7305,1060,4
698,814,1061,3
698,699,1062,3
698,697,1063,10
698,626,1064,3
6214,6286,1065,1
6214,6215,1066,1
6214,6096,1067,8
8335,8334,1068,10
8335,8249,1069,8
8335,8336,1070,7
8335,8409,1071,3
4722,4721,1072,1
4722,4794,1073,4
4722,4723,1074,2
4722,4650,1075,2
2216,2288,1076,6
2216,2215,1077,8
2216,2217,1078,6
2216,2144,1079,5
798,884,1080,5
798,799,1081,4
798,797,1082,10
1346,1274,1083,8
1346,1418,1084,10
1346,1347,1085,5
1346,1345,1086,1
2455,2541,1087,1
2455,2454,1088,2
2455,2456,1089,8
6484,6412,1090,10
6484,6596,1091,5
6484,6485,1092,6
620,692,1093,5
620,621,1094,7
620,548,1095,6
620,619,1096,4
4483,4484,1097,10
4483,4482,1098,4
4483,4585,1099,7
5629,5721,1100,7
5629,5630,1101,10
5629,5557,1102,4
5629,5628,1103,7
7010,7009,1104,4
7010,6900,1105,4
7010,7011,1106,4
8957,8956,1107,4
8957,8958,1108,8
8957,8885,1109,2
8957,9061,1110,1
7046,7118,1111,5
7046,6928,1112,10
7046,7047,1113,6
7046,7045,1114,4
7736,7735,1115,7
7736,7850,1116,9
7736,7662,1117,5
7736,7737,1118,4
2166,2238,1119,8
2166,2094,1120,4
2166,2165,1121,5
2166,2167,1122,10
9150,9056,1123,3
9150,9149,1124,9
9150,9224,1125,9
9150,9151,1126,5
7994,7922,1127,2
7994,7993,1128,1
7994,8066,1129,2
7994,7995,1130,2
1683,1684,1131,6
1683,1757,1132,10
1683,1682,1133,7
1683,1577,1134,1
5998,5999,1135,6
5998,5997,1136,4
5998,5924,1137,7
5998,6072,1138,5
3391,3465,1139,5
3391,3317,1140,2
3391,3392,1141,9
424,310,1142,9
424,496,1143,1
424,425,1144,5
8656,8550,1145,7
8656,8657,1146,1
8656,8655,1147,3
8372,8373,1148,4
8372,8298,1149,10
8372,8446,1150,10
8372,8371,1151,9
370,369,1152,1
370,268,1153,7
370,460,1154,5
370,371,1155,6
3658,3659,1156,3
3658,3564,1157,5
3658,3657,1158,2
6193,6194,1159,9
6193,6192,1160,5
6193,6079,1161,2
8937,8865,1162,3
8937,8936,1163,2
8937,9025,1164,9
2743,2669,1165,2
2743,2744,1166,3
2743,2742,1167,8
2743,2841,1168,6
2089,2090,1169,9
2089,2088,1170,3
2089,1979,1171,7
2089,2161,1172,9
9565,9564,1173,2
9565,9566,1174,3
9565,9471,1175,9
9565,9637,1176,3
4826,4934,1177,7
4826,4754,1178,5
4826,4825,1179,6
4826,4827,1180,7
6095,6096,1181,10
6095,6021,1182,1
6095,6094,1183,3
9652,9653,1184,8
9652,9580,1185,5
9652,9724,1186,7
225,299,1187,7
225,226,1188,8
225,224,1189,10
225,151,1190,9
4765,4764,1191,3
4765,4693,1192,3
4765,4766,1193,1
4765,4837,1194,1
1670,1556,1195,6
1670,1669,1196,7
1670,1744,1197,3
1670,1671,1198,2
410,484,1199,7
410,411,1200,6
410,409,1201,5
410,292,1202,7
1713,1787,1203,7
1713,1627,1204,1
1713,1712,1205,6
1713,1714,1206,8
3865,3937,1207,7
3865,3793,1208,8
3865,3864,1209,4
3865,3866,1210,4
425,311,1211,6
425,426,1212,6
425,424,1213,8
425,497,1214,6
5769,5657,1215,2
5769,5768,1216,6
5769,5770,1217,5
8196,8197,1218,1
8196,8195,1219,4
8196,8108,1220,6
436,508,1221,10
436,330,1222,1
436,437,1223,1
435,507,1224,8
435,325,1225,8
435,434,1226,5
9102,9101,1227,9
9102,9103,1228,7
9102,8982,1229,1
7138,7139,1230,8
7138,7066,1231,4
7138,7210,1232,6
8704,8590,1233,7
8704,8705,1234,7
8704,8776,1235,8
5643,5743,1236,6
5643,5642,1237,8
5643,5571,1238,5
23,97,1239,10
23,24,1240,9
6712,6713,1241,6
6712,6786,1242,9
6712,6711,1243,1
6712,6638,1244,6
2721,2647,1245,9
2721,2720,1246,7
2721,2722,1247,10
2721,2803,1248,4
1329,1328,1249,5
1329,1401,1250,8
1329,1257,1251,3
1697,1771,1252,3
1697,1603,1253,7
1697,1698,1254,2
8658,8659,1255,4
8658,8657,1256,2
8658,8552,1257,7
2962,3034,1258,1
2962,2884,1259,10
2962,2963,1260,8
5960,5886,1261,1
5960,6034,1262,5
5960,5959,1263,3
8390,8316,1264,10
8390,8391,1265,5
8390,8464,1266,5
8390,8389,1267,4
4386,4387,1268,4
4386,4385,1269,9
4386,4312,1270,10
4386,4476,1271,2
1798,1797,1272,2
1798,1872,1273,6
1798,1724,1274,5
1798,1799,1275,4
7188,7116,1276,3
7188,7189,1277,9
7188,7260,1278,2
7188,7187,1279,10
546,547,1280,9
546,545,1281,2
546,474,1282,6
546,618,1283,9
4768,4696,1284,1
4768,4769,1285,2
4768,4840,1286,2
4170,4068,1287,8
4170,4169,1288,4
4170,4244,1289,2
4170,4171,1290,3
1658,1659,1291,3
1658,1732,1292,9
1658,1657,1293,6
1658,1536,1294,7
1722,1644,1295,10
1722,1723,1296,7
1722,1796,1297,1
1722,1721,1298,2
7156,7084,1299,4
7156,7228,1300,3
7156,7157,1301,9
6946,6947,1302,3
6946,6945,1303,8
6946,7056,1304,8
4471,4472,1305,5
4471,4470,1306,5
4471,4577,1307,7
9810,9738,1308,4
9810,9930,1309,3
9810,9811,1310,4
9810,9809,1311,3
4429,4547,1312,5
4429,4428,1313,2
4429,4355,1314,4
4429,4430,1315,7
1476,1404,1316,10
1476,1560,1317,4
1476,1475,1318,3
1476,1477,1319,2
7062,7134,1320,1
7062,7061,1321,6
7062,6956,1322,2
7062,7063,1323,2
3812,3813,1324,7
3812,3884,1325,1
3812,3740,1326,3
3812,3811,1327,8
4596,4597,1328,5
4596,4595,1329,10
4596,4502,1330,10
4596,4668,1331,9
9601,9602,1332,7
9601,9529,1333,6
9601,9600,1334,2
9601,9673,1335,7
6670,6669,1336,5
6670,6744,1337,7
6670,6576,1338,2
3706,3707,1339,5
3706,3705,1340,9
3706,3788,1341,4
9878,9976,1342,2
9878,9877,1343,10
9878,9778,1344,5
9878,9879,1345,1
7169,7170,1346,10
7169,7241,1347,1
7169,7168,1348,10
7169,7097,1349,5
288,214,1350,4
288,406,1351,2
288,289,1352,6
288,287,1353,10
6585,6675,1354,9
6585,6584,1355,10
6585,6586,1356,5
5140,5214,1357,10
5140,5066,1358,3
5140,5141,1359,9
5140,5139,1360,8
7731,7841,1361,9
7731,7657,1362,3
7731,7732,1363,3
7731,7730,1364,4
6826,6827,1365,7
6826,6900,1366,5
6826,6825,1367,10
6826,6752,1368,10
2109,2181,1369,7
2109,2011,1370,10
2109,2108,1371,7
8234,8235,1372,4
8234,8233,1373,5
8234,8130,1374,5
8969,9081,1375,1
8969,8897,1376,9
8969,8970,1377,4
8969,8968,1378,8
1952,1878,1379,9
1952,1953,1380,6
6748,6749,1381,9
6748,6747,1382,5
6748,6674,1383,4
